Export;EXP-2024-001 (2024-08-26T23:31:52+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-07-28T06:00:00+01:00;2024-07-28T07:00:00+01:00;9.73;11.71;8.85;10.01;9.14;8.71;8.4;10.09;11.1;14.84;15.82;9.57;9.04;8.44;7.08;7.07;7.44;15.15;;19.42;1.25;9.83;10.83;18.5;7.07;2.86;2.8;2.04;3.69;8.68;11.65;10.89;7.22;6.71;6.69;7.1;13.3;10.27;3.52;1.46;3.32;2.69;4.95;3.04
NO2;uur;µg/m³;2024-07-28T07:00:00+01:00;2024-07-28T08:00:00+01:00;8.64;7.77;8.26;9.2;8.39;11.24;9.26;8.25;11.25;12.4;16.12;13.08;8.16;5.61;5.85;7.51;6.64;6.23;;9.26;1.06;6.75;3.98;12.83;3.94;1.71;2.19;1.14;2.56;7.08;8.42;13.48;6.23;5.08;6.05;3.85;10.91;8.85;2.06;1.45;2.38;1.32;5.05;2.59
NO2;uur;µg/m³;2024-07-28T08:00:00+01:00;2024-07-28T09:00:00+01:00;7.37;6.45;8.38;9.89;8.3;7.96;6.51;4.92;6.13;7.32;7.07;15.52;5.86;4.04;4.86;8.13;3.79;4.72;;3.42;1.27;6.03;3.96;5.11;3.9;1.77;3.91;0.91;1.46;10.52;6.19;15.35;9.54;1.67;4.93;1.59;7.32;5.17;1.78;2.38;1.65;0.83;4.34;0.92
NO2;uur;µg/m³;2024-07-28T09:00:00+01:00;2024-07-28T10:00:00+01:00;6.24;4.5;7.67;9.77;7.84;6.24;4.54;3.75;7.1;8.6;8.01;11.27;4.8;2.37;4.09;8.41;2.2;2.87;;4.22;1.45;6.05;2.91;3.93;2.49;0.97;5.7;0.95;1.32;5.38;3.29;12.42;3.8;1.31;2.18;0.86;7.7;4.2;1.71;0.99;1.72;0.95;4.71;0.47
NO2;uur;µg/m³;2024-07-28T10:00:00+01:00;2024-07-28T11:00:00+01:00;3.05;2.1;6.88;10.57;7.47;3.82;3.72;3.82;6.23;6.23;6.67;7.84;3.41;1.56;4.83;9.98;5.22;3.17;;3.18;1.09;6.18;2.62;4.4;3.37;1.39;5.38;0.99;1.42;4.77;3.31;14.27;3.15;1.64;1.16;0.59;9.53;4.65;1.75;1.01;0.89;0.72;4.77;0.24
NO2;uur;µg/m³;2024-07-28T11:00:00+01:00;2024-07-28T12:00:00+01:00;2.45;1.94;6.77;8.73;3.76;2.58;2.84;3.85;6.92;6.96;5.62;6.61;2.75;1.08;2.51;2.84;3.9;2.23;;2.41;1.11;6.16;3.04;3.61;4.55;1.07;5.95;1;1.46;4.65;4.08;15.09;3.51;1.45;0.98;0.56;9.88;3.96;1.59;0.95;0.73;0.51;5.46;0.31
NO2;uur;µg/m³;2024-07-28T12:00:00+01:00;2024-07-28T13:00:00+01:00;2.59;1.47;3.5;8.86;3.44;1.91;1.83;4.83;6.18;5.72;5.43;6.48;2.18;0.98;1.27;2.47;2.97;3.45;;2.76;1.27;7.12;3.57;4.41;4.19;1.06;6.17;0.79;1.62;4.99;5.38;15.44;4.56;1.21;1.04;0.52;10.62;3.57;1.36;0.92;0.64;0.82;6.88;0.33
NO2;uur;µg/m³;2024-07-28T13:00:00+01:00;2024-07-28T14:00:00+01:00;3.1;1.13;2.32;10.43;3.7;2.66;1.39;4.28;7.3;6.18;6.8;4.12;1.88;0.93;1.04;2.24;1.71;3.09;;3.27;0.64;8.67;3.46;4.04;4.27;0.94;6.97;0.7;1.4;7.18;6.15;15.46;5.04;1.22;1.36;0.63;10.57;2.75;1.51;0.87;0.67;0.84;5.24;0.37
NO2;uur;µg/m³;2024-07-28T14:00:00+01:00;2024-07-28T15:00:00+01:00;2.41;1.2;2.31;10.66;3.27;3.14;1.33;5.82;6.54;9.28;7.06;4.03;1.79;0.93;0.87;2.18;2.39;3.01;;3.41;0.47;7.29;3.42;4.19;4.18;1.28;7.16;;1.63;8.39;5.5;17.5;5.64;1.3;1.88;0.71;12.6;2.8;1.43;0.86;0.64;0.99;4.02;0.47
NO2;uur;µg/m³;2024-07-28T15:00:00+01:00;2024-07-28T16:00:00+01:00;2.02;1.05;3.75;11.53;3.07;7.7;1.49;6.01;6.75;8.14;5.03;4.02;2.06;1.28;0.91;4.13;4.63;3.34;;2.67;0.47;9.01;3.25;4.66;3.8;1.05;6.16;1.17;1.75;5.95;6.59;13;6.23;1.87;2.11;0.61;16.29;3.44;1.42;0.75;0.56;0.87;4.76;0.26
NO2;uur;µg/m³;2024-07-28T16:00:00+01:00;2024-07-28T17:00:00+01:00;2.28;1.65;4.73;9.01;2.44;5.31;1.3;5.75;8.19;5.2;4.76;5.91;2.04;1.38;1.69;9.59;3.7;3.25;;2.35;1.62;10.99;2.61;5.46;4.11;1.15;8.14;1.19;1.68;6.9;8.52;6.81;6.75;2;2;0.71;12.55;2.84;1.59;0.96;0.82;0.67;7.2;0.05
NO2;uur;µg/m³;2024-07-28T17:00:00+01:00;2024-07-28T18:00:00+01:00;2.59;1.35;4.24;8.47;2.52;5.17;1.43;4.94;6.03;5.04;4.87;9.15;2.38;1.91;1.93;5.03;4.63;3.61;;2.57;2.14;10.19;3.61;6.49;6.37;1.33;8.85;1.21;2.34;4.57;9.8;5.3;4.7;2.15;2.09;1.06;10.42;3.65;1.87;0.87;0.69;0.72;6.28;0.1
NO2;uur;µg/m³;2024-07-28T18:00:00+01:00;2024-07-28T19:00:00+01:00;2.97;1.99;5.71;6.47;2.68;12.63;2.06;7;7.59;4.84;4.84;10.9;2.51;2.81;3.46;3.3;3.93;5.01;;3.05;3.91;10.55;4.45;9.4;4.31;1.52;15.06;1.63;2.44;3.57;5.46;2.55;4.1;2.34;4.27;1.3;19.41;4.92;2.75;0.77;0.82;1.03;4.58;0.12
NO2;uur;µg/m³;2024-07-28T19:00:00+01:00;2024-07-28T20:00:00+01:00;5.67;6.93;7.63;11.1;3.89;29.83;5.52;7.37;11.79;4.85;5.83;8.78;3.73;7.64;8.66;5.63;6.3;8.7;;4.86;2.32;12.95;7.6;11.42;9.88;1.64;26.13;1.64;4.73;2.81;6.68;3.28;4.02;4.76;2.92;1.32;17.13;7.43;2.05;1.83;1.07;0.85;7.57;0.13
NO2;uur;µg/m³;2024-07-28T20:00:00+01:00;2024-07-28T21:00:00+01:00;13.08;16.67;7.63;13.68;15.42;66.34;11.53;9.87;17.78;4.9;6.59;5.88;6.74;6.12;12.45;12.25;7.98;10.91;;7.32;2.96;10.58;12.22;16.41;12.01;2.9;16.18;3.38;3.27;4.46;6.59;4.11;5.36;6.05;4.26;2.78;19.87;11.26;2.59;7.25;1.81;1.81;8.27;0.75
NO2;uur;µg/m³;2024-07-28T21:00:00+01:00;2024-07-28T22:00:00+01:00;33.94;19;8.11;39.34;17.16;36.47;12.79;14.46;20.86;6.81;7.47;8.07;11.63;5.46;12.23;16.09;11.16;14.6;;9.84;3.93;13.24;24.18;22.16;19.02;3.76;6.91;2.54;3.82;7.45;8.75;12.02;7.4;4.34;6.27;3.86;21.81;13.51;4.37;3.73;2.49;1.6;9.05;1.22
NO2;uur;µg/m³;2024-07-28T22:00:00+01:00;2024-07-28T23:00:00+01:00;34.59;22.03;7.89;34.34;13.36;131.55;11.11;12.74;14.52;10.66;9.27;11.72;11.93;8.77;13.37;33.85;12.79;17.38;;9.9;3.73;23.93;16.54;20.87;25.09;8.34;7.91;3.05;6.1;7.82;8.96;8.61;7.6;4.82;4.53;5.47;15.78;14.03;3.99;4.4;3.67;1.57;9.07;1.71
NO2;uur;µg/m³;2024-07-28T23:00:00+01:00;2024-07-29T00:00:00+01:00;25.16;14.51;8.9;27.33;13.53;27.56;9.32;11.41;14.84;18.81;9.18;10.85;7.31;11.86;18.35;17.32;14.22;9.02;;9.02;3.94;16.22;16.89;21.25;28.59;7.61;11.63;3.45;5.61;7.05;6.67;10.42;7.31;6.22;4.63;6.58;13.06;10.03;2.84;4.38;3.64;1.87;9.3;2
NO2;uur;µg/m³;2024-07-29T00:00:00+01:00;2024-07-29T01:00:00+01:00;10.09;12.1;6.8;22.47;10.9;52.57;8.38;;15.06;14.74;9.41;6.34;7.83;14.28;10.09;12.92;11.99;5.99;;8.32;6.32;10.51;8.35;22.23;16.71;4.97;;3.17;6.02;7.31;9.23;12.16;6.92;6.48;6.53;6.12;11.16;7.01;4.44;5.17;5.59;3.23;8.72;2.92
NO2;uur;µg/m³;2024-07-29T01:00:00+01:00;2024-07-29T02:00:00+01:00;9.45;14.33;5.82;19.17;8.48;48;7.94;10.82;13.61;15.58;7.9;5.51;7.92;13.45;6.22;12.68;8.57;6.27;;7.11;14.02;7.55;5.35;14.75;13.48;3.57;24.1;2.45;6.85;6.62;6.74;3.48;5.23;5.05;5.06;5.81;11.87;10.79;3.78;5.31;5.31;3.13;11.65;2.13
NO2;uur;µg/m³;2024-07-29T02:00:00+01:00;2024-07-29T03:00:00+01:00;9.65;13.92;5.05;18.42;8.21;15.07;7.58;8.41;8.72;11.6;7.56;6.14;7.39;7.18;5.19;12.81;13.63;8.72;;6.54;12.8;7.03;7.77;10.9;15.83;4.29;12.14;2.51;6.4;5.21;5.68;4.45;4.94;3.88;4.73;5.32;7.86;6.47;4.55;3.73;6.16;4.42;11.74;2.33
NO2;uur;µg/m³;2024-07-29T03:00:00+01:00;2024-07-29T04:00:00+01:00;9.6;12.28;4.63;16.62;9;15.97;6.97;7.34;8.1;14.09;10.35;6.41;8.43;6.16;3.68;18.72;24.57;9.15;;9.53;7.7;8.79;9.46;23.12;20.96;2.45;6.27;2.45;4.89;5.17;6.67;3.71;4.87;5.28;5.22;4.62;9.21;7.65;4.74;3.59;5.85;3.48;4.69;2.42
NO2;uur;µg/m³;2024-07-29T04:00:00+01:00;2024-07-29T05:00:00+01:00;13.62;12.78;4.9;20.15;10.62;17.56;7.09;12.15;11.38;22.92;8.16;7.04;11.79;6.24;4.62;15.23;18.58;11.06;;6.04;6.88;10.58;7.44;31.59;39.89;4.44;7.63;2.09;4.02;6.05;7.08;2.86;6.1;8.47;6.32;6.88;18.73;13.88;4.83;5.13;4.64;8.94;6.93;3.01
NO2;uur;µg/m³;2024-07-29T05:00:00+01:00;2024-07-29T06:00:00+01:00;16.2;14.06;5.21;24.43;10.76;17.69;7.04;11.71;15.89;22.22;13.54;9.42;15.56;7.77;6.09;16.03;26.44;25.49;;6.9;10.11;15.45;11.19;39.73;39.89;3.23;18.89;3.24;5.02;9.21;16.93;5.47;9.62;9.69;5.89;9.78;20.28;10.6;5.83;5.9;3.03;8.61;16.4;2.75
NO2;uur;µg/m³;2024-07-29T06:00:00+01:00;2024-07-29T07:00:00+01:00;14.85;10.16;5.84;32.22;11.87;16.45;8.35;11.79;19.31;23.73;18.23;12.76;16.48;7.76;6.64;12.98;33.47;28.38;;11.34;11.11;26.25;19.42;35.92;37.57;5.78;28.64;2.67;5.7;14.98;22.62;4.65;13.06;11.29;6.74;6.56;24.26;13.56;6.96;5.57;3.79;4.57;18.99;6.36
NO2;uur;µg/m³;2024-07-29T07:00:00+01:00;2024-07-29T08:00:00+01:00;13.71;15.27;16.61;34.29;16.79;11.6;9.72;12.47;18.08;24.45;17.27;13.21;17.28;10.64;8.19;13.27;31;28.29;;13;8.83;30.72;15.88;37.53;35.5;4.58;32.43;3.51;7.54;14.36;18.03;4.66;9.19;10.54;6.85;4.1;21.4;12.45;7.95;4.98;4.7;3.21;16.54;11.98
NO2;uur;µg/m³;2024-07-29T08:00:00+01:00;2024-07-29T09:00:00+01:00;14.26;12.09;17.07;25.94;13.79;12.44;10.51;12.3;15.59;22.41;12.16;10.74;13.44;10.06;9.21;11;27.75;31.16;;9.1;8.11;22.39;12.05;31.46;33.52;3.1;20.48;1.8;9.44;13.6;18.06;5.29;8.66;10.59;5.86;1.81;19.66;12.63;5.22;3.14;2.54;2.98;17.43;3.4
NO2;uur;µg/m³;2024-07-29T09:00:00+01:00;2024-07-29T10:00:00+01:00;10.27;8.42;12.71;18.64;11.49;14.17;8.68;9.12;7.36;17.79;7.49;8.57;6.84;7.69;9.41;7.89;22.33;26.95;;8.46;7.36;16.57;10.14;23.65;27.18;2.53;14.03;;6.67;9.16;13.81;5.29;6.16;9.46;3.6;2.14;18.29;8.54;3.6;2.48;2.31;1.81;13.72;1.28
NO2;uur;µg/m³;2024-07-29T10:00:00+01:00;2024-07-29T11:00:00+01:00;;5.91;9.52;14.42;9.67;12.74;5.26;5.65;6.02;13.37;4.11;3.98;3.51;4.17;6.29;4.43;14.44;14.59;;4.73;4.05;10.28;4.77;9.62;27.89;2.51;14.94;1.56;4.59;7;9.19;2.76;3.49;5.05;2.07;2.24;15.7;5.69;2.64;2.64;1.73;0.97;11.12;1.54
NO2;uur;µg/m³;2024-07-29T11:00:00+01:00;2024-07-29T12:00:00+01:00;;4.18;5.67;9.87;6.59;3.68;3.46;6.63;5.1;14.33;;3.95;3.4;3.79;3.71;3.87;9.37;11.57;;6.2;2.9;8.38;3.57;7.99;22.16;2.45;14.99;1.21;2.88;5.38;9.57;2.86;3.3;3.88;2.08;1.49;15.87;5.19;2.77;2.98;1.48;0.49;8.63;1.67
NO2;uur;µg/m³;2024-07-29T12:00:00+01:00;2024-07-29T13:00:00+01:00;;5.52;4.69;10.46;5.01;3.45;4.32;7.31;5.53;12.17;;6.27;3.65;3.91;5.82;3.4;9.08;12.48;;3.37;3;9.74;3.11;7.66;25.81;2.3;13.98;0.97;2.58;7.83;11.15;2.65;3.52;3.74;1.94;1.34;13.33;4.18;2.1;2.18;1.3;1.13;10.82;1.48
NO2;uur;µg/m³;2024-07-29T13:00:00+01:00;2024-07-29T14:00:00+01:00;;6.07;;8.37;5.28;3.96;3.53;7.14;7.31;15.03;;3.91;3.79;4.31;3.63;3.35;8.69;12.78;;4.06;3.27;8.67;3.41;7.43;27.65;2.82;14.37;0.87;2.16;7.59;12.2;2.34;3.58;3.32;2.08;1.9;15.94;3.59;1.75;2.54;1.53;1.35;10.85;1.51
NO2;uur;µg/m³;2024-07-29T14:00:00+01:00;2024-07-29T15:00:00+01:00;3.03;5.37;;8.93;6.05;3.71;3.42;7.67;6.43;17.99;3.82;5.35;3.68;5.43;4.26;3.97;8.92;10.19;;4;3.05;9.11;3.16;9.73;25.74;3.08;14.55;0.98;2.44;8.16;11.96;2.74;4.13;3.77;2.13;2.67;16.79;4.81;9.22;3.06;1.23;1.36;10.63;1.43
NO2;uur;µg/m³;2024-07-29T15:00:00+01:00;2024-07-29T16:00:00+01:00;2.69;4.4;4;12.67;4.66;3.37;3.46;7.39;7.4;20.28;3.21;8.18;4.93;4.9;4.02;3.78;9.78;13.64;;4.02;2.97;9.44;3.31;8.02;31.01;3.05;12.87;1.04;2.62;8.61;10.01;3.04;3.81;4.22;2.32;2.08;21.4;6.63;2.12;2.05;1.26;1.5;10.28;1.35
NO2;uur;µg/m³;2024-07-29T16:00:00+01:00;2024-07-29T17:00:00+01:00;2.67;4.38;4.28;11.76;5.34;4.44;2.72;7.34;9.44;18.44;3.24;7.34;4.76;4.61;3.75;3.24;10.14;10.97;;3.9;4.04;10.41;3.97;8.35;35.59;3.5;12.01;1.18;3.3;10.43;11.46;3.88;4.25;4.67;2.52;2.36;23.41;8.43;3.83;4.35;1.37;0.92;7.22;1.15
NO2;uur;µg/m³;2024-07-29T17:00:00+01:00;2024-07-29T18:00:00+01:00;2.61;4.14;5.07;11.28;6.63;4.85;2.82;7.78;7.92;14.77;3.59;5.03;4.32;4.45;3.82;2.83;13.99;12.25;;4.1;3.97;10.82;4.27;9.28;32.59;2.77;13.61;1.38;3.19;9.81;11.76;5.08;4.6;5.44;3.19;2.57;20.35;9.31;2.86;2.48;1.41;1.64;9.77;1.5
NO2;uur;µg/m³;2024-07-29T18:00:00+01:00;2024-07-29T19:00:00+01:00;2.93;3.85;6.56;15.22;7.75;4.86;2.94;7.58;7.4;16.59;4.26;7.39;4.75;5.14;3.18;3.33;17.09;15.99;;5.42;4.32;12.14;5.95;9.21;33.19;2.95;19.8;1.82;3.91;9.11;17.07;4.61;5.5;7.25;3.81;3.59;24.33;10.68;2.96;2.62;1.77;2.81;7.99;1.89
NO2;uur;µg/m³;2024-07-29T19:00:00+01:00;2024-07-29T20:00:00+01:00;7.06;6.24;6.04;14.3;5.5;17.37;4.11;12.32;12.5;24.78;5.5;7.66;7.29;8.21;3.96;5.93;16.43;22.18;;12.39;6.22;15.26;7.63;13.9;38.29;3.79;15.98;3.24;6.19;10.21;15.33;9.88;7.33;10.97;4.05;4.14;36.41;18.07;5.94;5.09;2.75;5.38;12.57;2.59
NO2;uur;µg/m³;2024-07-29T20:00:00+01:00;2024-07-29T21:00:00+01:00;19.18;12.08;11.26;20.21;7.64;45.85;7.75;21.77;19.2;35.97;8.27;19.2;9.84;10.27;14.14;12.26;11.44;20.35;;20.43;14.22;16.71;13.64;27.13;42.47;4.77;11.89;6.02;8.34;10.37;20.81;24.79;11.31;14.49;5.03;5.04;54.07;30.12;10.9;10.37;3.93;5.13;14.75;3.36
NO2;uur;µg/m³;2024-07-29T21:00:00+01:00;2024-07-29T22:00:00+01:00;19.36;15.8;13.2;24.57;15.57;45.76;14.87;16.93;20.07;24.81;10.53;17.84;15.99;12.57;12.56;25.35;12.67;17.57;;19.24;15.96;19.62;16.01;41.72;42.27;4.81;14.08;5.72;11.77;13.89;21.34;16.47;14.23;16.26;5.94;11.57;38.07;19.65;10.74;8.07;5.16;5.1;10.75;3.6
NO2;uur;µg/m³;2024-07-29T22:00:00+01:00;2024-07-29T23:00:00+01:00;14.68;17.37;13.12;26.04;13.96;20.36;12.93;12.09;15.38;33.23;11.32;13.47;15.33;10.53;15.18;21.57;13.24;27.05;;16.11;17.74;17.2;17.04;37.36;36.5;4.91;19.76;4.31;12.84;8.98;13.47;8.84;11.26;12.45;7.42;12.6;34.11;18.37;7.02;9.9;6.22;7.12;9.24;4.42
NO2;uur;µg/m³;2024-07-29T23:00:00+01:00;2024-07-30T00:00:00+01:00;14.28;17.79;8.91;25.95;11.57;16.5;8.89;13.57;15.34;24.82;12.59;12.41;14.41;8.77;9.16;19.21;13.71;20.71;;17.82;29.86;15.98;14.45;30.55;30.97;4.99;31.23;4.09;8.42;6.74;8.59;12.86;8.71;12.46;7.25;11.17;29.62;15.83;7.71;8.27;6.75;5.75;10.27;5.91
NO2;uur;µg/m³;2024-07-30T00:00:00+01:00;2024-07-30T01:00:00+01:00;13.26;22.45;7.3;14.48;10.34;26.76;10.74;14.73;17.42;21.19;12.08;12.54;16.94;9.21;16.48;74.78;15.07;13.6;;22.04;23.79;13.69;12.55;18.38;24.16;5.32;31.76;6.32;8.45;8.97;9.8;8.02;9.17;9.24;7.48;10.25;18.91;15.39;8.56;5.75;7.59;6.5;7.77;6.08
NO2;uur;µg/m³;2024-07-30T01:00:00+01:00;2024-07-30T02:00:00+01:00;11.88;16.69;6.58;7.88;9.48;30.89;10.1;15.7;16.32;18.92;11.47;10.33;18.29;10.1;13.26;60.6;11.3;13.24;12.42;19.98;14.79;10.69;11.72;18.06;18.09;4.58;28.72;4.65;7.75;8.06;8.86;9.79;7.11;7.52;7.86;9.25;18.53;16.98;7.32;5.2;6.18;6.98;6.63;5.35
NO2;uur;µg/m³;2024-07-30T02:00:00+01:00;2024-07-30T03:00:00+01:00;11.75;18.14;5.04;8.04;9.67;22.25;10.17;15.65;15.06;24.68;11.29;11.45;16.57;13.74;12.21;29.85;9.87;16.92;11.51;17.15;10.02;9.39;12.39;18.09;16.41;5.14;31.28;6.06;6.56;7.34;7.38;9.74;6.99;7.47;9.17;8.95;17.32;17.86;7.62;4.47;6.46;6.38;6.58;6.06
NO2;uur;µg/m³;2024-07-30T03:00:00+01:00;2024-07-30T04:00:00+01:00;9.87;21.92;5.53;12.01;9.27;19.26;10.98;16.03;14.89;24.41;13.88;12.41;16.3;16.67;11.3;28.35;9.96;14.46;15.56;13.94;8.11;9.71;10.37;18.51;22.14;5.41;41.86;3.96;6.65;7.76;8.81;8.66;7.27;8.21;14.28;12.33;18.62;17.14;7.3;3.97;6.03;6.32;;4.6
NO2;uur;µg/m³;2024-07-30T04:00:00+01:00;2024-07-30T05:00:00+01:00;13;23.04;4.97;28.51;8.03;20.36;12;17.54;18.53;37.62;15.99;13.99;15.27;17.45;10.85;24.3;12.18;13.61;16.73;12.84;10.5;12.13;11.29;35.82;37.49;5.68;41.7;3.69;6.55;9.68;9.85;9.35;9.8;8.3;15.48;13.99;34.39;15.43;8.49;4.22;5.68;6.67;7.5;5
NO2;uur;µg/m³;2024-07-30T05:00:00+01:00;2024-07-30T06:00:00+01:00;16.21;27.69;6.34;24.51;8.04;22.21;11.28;21.39;23.34;43.68;25.81;22.3;19.99;15.78;15.43;20.66;17.38;17.72;20.18;14.61;13.61;17.02;17.4;48.92;48.6;5;39.28;5.31;7.74;13.14;24.57;12.14;14.06;12.98;14.12;15.53;46.69;13.9;7.78;5.26;5.78;6.74;11.86;5.68
NO2;uur;µg/m³;2024-07-30T06:00:00+01:00;2024-07-30T07:00:00+01:00;12.99;28.5;6.74;38.69;11.45;21.53;8.88;21.05;27.23;45.79;26.72;26.17;16.06;18.55;13.95;19.89;21.41;37.06;20.49;15.75;14.9;19.69;16.33;42.68;47.93;5;40.32;4.55;9.51;19.41;33.11;15.04;21.76;19.46;11.16;12.89;33.94;16.27;11.74;6.31;8.98;5.93;18.24;6.85
NO2;uur;µg/m³;2024-07-30T07:00:00+01:00;2024-07-30T08:00:00+01:00;10.52;20.39;7.63;36.65;14.39;15.25;9.14;19.76;23.07;38.64;21.45;23.67;14.15;18.57;16.82;15.38;31.39;43.74;21.97;19.36;16.81;31.34;19.77;42.54;53.01;4.78;35.18;5.43;13.82;26.38;30.94;9.77;20.67;21.6;12.79;10.66;18.45;13.32;11.5;6.48;8.24;6.83;22.58;7.28
NO2;uur;µg/m³;2024-07-30T08:00:00+01:00;2024-07-30T09:00:00+01:00;8.45;16.2;7.47;42.2;13.74;10.32;13.4;22.08;18.43;30.17;17.39;18.32;10.28;15.06;21.49;18.25;32.26;46.22;17.92;12.54;15.2;28.46;17.86;41.64;61.95;5.59;38.38;6.78;15.66;22.99;28.14;11.29;17.34;16.89;14.4;9.66;15.56;11.28;11.11;6.98;7.03;6.09;21.99;6.41
NO2;uur;µg/m³;2024-07-30T09:00:00+01:00;2024-07-30T10:00:00+01:00;7.15;11.11;6.07;22.01;12.02;9.31;20.3;10.24;11.97;15.38;11.81;13.09;7.97;11.36;20.66;9.8;14.66;35.34;12.47;13.03;16.57;22.26;14.03;31;57.45;5.17;34.86;6.17;10.26;15.99;19.27;12.73;14.67;14.85;12.34;10.33;19.48;11.58;12.2;6.16;5.93;4.89;20.02;5.22
NO2;uur;µg/m³;2024-07-30T10:00:00+01:00;2024-07-30T11:00:00+01:00;5.85;9.26;7.76;13.81;4.06;9.46;14.09;10.32;11.07;15.17;6.59;9.68;6.07;7.37;21.3;28.78;13.57;19.86;16.61;20.55;26.59;16.42;6.43;18.6;43.18;5.96;18.29;5.55;6.91;11.92;20.09;11.11;10.68;10.63;9.33;12.17;36.04;14.24;15.85;8.4;4.12;3.44;15.13;2.95
NO2;uur;µg/m³;2024-07-30T11:00:00+01:00;2024-07-30T12:00:00+01:00;3.48;7.07;5.59;13.89;3.32;4.32;8.09;8.18;10.32;12.16;4.12;5.76;2.61;3.13;16.26;20.8;12.02;16.46;10.23;12.86;18.8;15.96;6.89;14.84;16.24;4.75;10.52;4.36;6.35;7.79;13.01;11.23;7.22;7.59;5.11;5.04;38.91;23.58;14.8;3.19;3.28;3.39;11.16;3.86
NO2;uur;µg/m³;2024-07-30T12:00:00+01:00;2024-07-30T13:00:00+01:00;4.09;6.28;5.55;15.02;3.84;4.13;8.21;8.64;13.97;15.02;3.02;4.89;2.5;2.34;18.09;13.51;12.39;12.86;7.52;8.53;5.17;14.59;8.42;12.63;15.11;4.58;13.3;4.43;;5.74;10.64;11.3;6.34;6.66;3.84;3.47;35.52;14.85;12.34;2.47;2.93;2.82;15.09;2.93
NO2;uur;µg/m³;2024-07-30T13:00:00+01:00;2024-07-30T14:00:00+01:00;3.61;4.88;4.79;12.3;4.1;3.46;5.97;8.93;11.49;12.16;4.11;6.23;2.42;2.06;17;14.74;8.66;9.82;6.62;6.69;2.61;14.65;14.06;15.77;11.93;4.2;13.43;3.25;;6.13;8.58;7.07;5.94;6.59;3.22;3.22;27.94;9.67;11.48;2.7;2.63;4.24;14.23;2.4
NO2;uur;µg/m³;2024-07-30T14:00:00+01:00;2024-07-30T15:00:00+01:00;4.1;5.58;5.75;18.04;4.13;7.86;5.64;9.75;15.79;8.93;3.38;5.2;2.39;1.65;9.45;11.25;6.58;14.4;7.41;6.01;2.73;12.07;10.08;20.87;10.68;3.57;23.06;2.84;;5.66;13.03;7.09;5.75;6.01;3.23;7.12;32.91;8.91;4.81;3.29;2.65;2.2;14.07;2.2
NO2;uur;µg/m³;2024-07-30T15:00:00+01:00;2024-07-30T16:00:00+01:00;5.18;4.58;5.52;15.14;4.15;9.09;5.22;10.08;12.87;12.96;4.21;7.34;3.05;2.97;8.69;8.18;5.44;12.56;10.41;4.71;2.76;12.1;8.53;20.02;9.63;3.32;15.3;2.96;4.2;4.27;8.03;6.85;5.41;6.28;3.5;6.93;27.94;6.06;15.39;2.56;2.68;2.79;12.05;2.36
NO2;uur;µg/m³;2024-07-30T16:00:00+01:00;2024-07-30T17:00:00+01:00;4.82;4.12;5.8;16.39;4.45;11.37;5;11.61;21.13;11.7;3.59;10.92;3.01;3.04;4.21;9.72;5.99;9.72;9.55;4.69;2.17;10.76;7.27;18.79;7.77;3.72;19.52;3.02;4.15;4.72;10.45;5.55;4.96;6.9;3.45;3.44;22.5;5.33;7.65;3.13;2.72;3.16;10.02;2
NO2;uur;µg/m³;2024-07-30T17:00:00+01:00;2024-07-30T18:00:00+01:00;4.52;4.72;5.33;15.08;4.79;13.01;6.04;12.63;16.58;7.58;3.89;10.26;3.45;3.42;10.56;8.54;6.27;7.6;10.22;5.5;3.93;13.18;6.41;19.29;8.99;2.74;25.42;3.21;4.08;3.76;11.61;5.68;4.51;6.69;4.28;2.97;19.46;6.03;6.18;2.99;3.27;4.28;11.38;3.07
NO2;uur;µg/m³;2024-07-30T18:00:00+01:00;2024-07-30T19:00:00+01:00;6.32;5.41;5.53;13;4.64;22.01;7.72;11.67;12.06;6.49;3.78;19.04;5.08;8.85;10.68;16.51;7.35;8.77;12.83;6.39;3.67;13.35;6.7;;7.55;3.84;40.01;3.25;5;4.48;8.83;7.74;5.44;6.81;4.52;5.71;25.72;6.49;7.25;3.98;3.24;3.67;11.53;4.86
NO2;uur;µg/m³;2024-07-30T19:00:00+01:00;2024-07-30T20:00:00+01:00;14.84;11.98;9.02;12.5;4.9;13;9.38;13.88;16.15;9.56;5.56;9.16;6.33;10.72;27.24;20.37;11.96;8.27;16.07;8.85;4.58;16.36;8.4;;8.77;6.16;18.99;3.96;5.47;5.22;10.25;12.93;6.29;7.22;6.23;3.92;24.53;13.38;8.86;9.45;3.88;4.76;14.37;5.72
